recomendacao_conteudo,qtde_ocorr,perc_ocorr
"AVALIAR A VIABILIDADE DA IMPLANTAçãO DE UM RADAR DE MOVIMENTAçãO DE SUPERFíCIE (SURFACE MOVEMENT RADAR - SMR) EM SBBR, A FIM DE MITIGAR OS RISCOS DE INCURSãO EM PISTA DECORRENTES DOS DIVERSOS PONTOS CEGOS EXISTENTES NO AERóDROMO.",1,0.08
AVALIAR A POSSIBILIDADE DE DESENVOLVER UM SISTEMA INFORMATIZADO úNICO PARA CONTROLE DOS REGISTROS DE MANUTENçãO DA FROTA DE AERONAVES REGISTRADAS NO âMBITO DA AVIAçãO CIVIL BRASILEIRA.,1,0.08
"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos Aeroclubes e Escolas de Aviação, alertando quanto aos riscos decorrentes da não observação da familiarização dos instrutores e alunos com o tipo de aeronave utilizada na instrução aérea.",1,0.08
"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos Aeroclubes e Escolas de Aviação, orientando quanto à importância da elaboração e do cumprimento das Ordens de Instrução para todos os cursos ministrados.",1,0.08
Analisar junto ao fabricante a pertinência de se especificar em documentação apropriada as condições necessárias para a conclusão do processo de polimerização das pás antes de um período de sete (7) dias.,1,0.08
"ATUAR JUNTO àS ESCOLAS DE AVIAçãO E CENTROS DE TREINAMENTO CERTIFICADOS PARA O CESSNA 525, A FIM DE INCREMENTAR O CONHECIMENTO DOS INSTRUENDOS SOBRE O USO ADEQUADO DO FREIO DE EMERGêNCIA.",1,0.08
"ATUAR JUNTO à CLEITON TáXI AéREO LTDA., A FIM DE ASSEGURAR QUE AQUELE OPERADOR ESTEJA EXERCENDO SUAS ATIVIDADES EM CONFORMIDADE COM SUAS ESPECIFICAçõES OPERATIVAS.",1,0.08
"ATUAR JUNTO à PIQUIATUBA TáXI AéREO LTDA., A FIM DE ALERTAR AQUELA ORGANIZAçãO SOBRE OS RISCOS DECORRENTES DA OPERAçãO EM PISTAS NãO HOMOLOGADAS - OU NãO REGISTRADAS - PELA AUTORIDADE DA AVIAçãO CIVIL, FATO QUE FERE O ART. 30 DO CóDIGO BRASILEIRO DE AERONáUTICA.",1,0.08
"ATUAR JUNTO à PARINTINS TáXI AéREO LTDA., A FIM DE VERIFICAR O CUMPRIMENTO INTEGRAL, POR PARTE DAQUELE OPERADOR, DO CONSTANTE NO RBAC 135, SOBRETUDO NO QUE DIZ RESPEITO à LETRA (A), DO ITEM 135.245 - PRé-REQUISITOS PARA SEGUNDO EM COMANDO, DA SUBPARTE E",1,0.08
"ATUAR JUNTO à OFICINA PREMIUM JET, A FIM DE GARANTIR QUE NA EXECUçãO DAS INTERVENçõES DE MANUTENçãO NAS AERONAVES MODELO 1124A, SEJAM ATENDIDOS OS REQUISITOS ESTABELECIDOS NO RBAC 21 E NO RBAC 45 NO QUE SE REFERE à MARCAçãO DE PRODUTOS AERONáUTICOS APROVADOS E TAMBéM àS CONDIçõES PREVISTAS NO MANUAL DE MANUTENçãO ELABORADO PELO FABRICANTE DA AERONAVE, COM MAIOR êNFASE PARA AS MANGUEIRAS HIDRáULICAS SITUADAS NO INTERIOR DA NACELE DOS MOTORES.",1,0.08
"ATUAR JUNTO à OFICINA DE MANUTENçãO CENTENO AVIAçãO LTDA., A FIM DE QUE AQUELA ORGANIZAçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO E ESCRITURAçãO DAS AERONAVES CESSNA AIRCRAFT, MODELO A188B, CONFORME PRECONIZA A LEGISLAçãO EM VIGOR.",1,0.08
"ATUAR JUNTO à OFICINA AGUSTA WESTLAND DO BRASIL LTDA. (COM N° 0001-02/ANAC), A FIM DE QUE AQUELA ORGANIZAçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO NAS AERONAVES DE MODELO PZL-SW4, FABRICADAS PELA PZL-SWIDNIK, CONFORME PRECONIZADO PELOS REGULAMENTOS EM VIGOR, PELOS MANUAIS TéCNICOS DO FABRICANTE E PELA LISTA DE CAPACIDADES DA EMPRESA, A QUAL ACOMPANHA O CERTIFICADO DE ORGANIZAçãO DE MANUTENçãO.",1,0.08
"ATUAR JUNTO à NITZ AVIAÇÃO AGRÍCOLA LTDA, A FIM DE REALIZAR NOVA PESAGEM NA AERONAVE.",1,0.08
"ATUAR JUNTO à NET AVIATION ESCOLA DE AVIAÇÃO LTDA. - ME (OPERADOR DA AERONAVE), A FIM DE ENFATIZAR O PREVISTO NO ITEM 4.2.6 DA NSCA 3-13 SOBRE A RESPONSABILIDADE DO OPERADOR OU PROPRIETáRIO EM NOTIFICAR FORMALMENTE à AUTORIDADE DE INVESTIGAçãO SIPAER AS OCORRêNCIAS AERONáUTICAS.",1,0.08
"ATUAR JUNTO à LíDER TAXI AéREO S.A., A FIM DE QUE SEJA ENFATIZADO AOS TRIPULANTES QUE ATUAM NAQUELA EMPRESA A IMPORTâNCIA DO FIEL CUMPRIMENTO DOS PROCEDIMENTOS OPERACIONAIS ESTABELECIDOS, SOBRETUDO NO QUE DIZ RESPEITO à LEITURA E EXECUçãO DA LISTA DE VERIFICAçõES (CHECKLIST), MITIGANDO A POSSIBILIDADE DE ESQUECIMENTO OU CUMPRIMENTO INADEQUADO DOS ITENS MAIS CRíTICOS à OPERAçãO DA AERONAVE.",1,0.08
"ATUAR JUNTO à LASA PROSPECçõES S.A., A FIM DE QUE AQUELA ORGANIZAçãO APERFEIçOE SEUS MECANISMOS DE PLANEJAMENTO DE VOO E SUPERVISãO GERENCIAL, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL EMPRESA é CERTIFICADA.",1,0.08
"ATUAR JUNTO à INOVAR AVIAçãO AGRíCOLA LTDA., A FIM DE QUE AQUELE OPERADOR INCREMENTE A PREPARAçãO DOS PILOTOS PARA OS VOOS AGRíCOLAS, EM ESPECIAL NO TOCANTE à ESCOLHA DE TRAJETóRIA A SER UTILIZADA EM FUNçãO DOS OBSTáCULOS EXISTENTES.",1,0.08
"ATUAR JUNTO à ICON G (ANTIGA GLOBAL PARTS MOTORES E ACESSóRIOS AERONáUTICOS - COM N° 0703-01/ANAC), A FIM DE QUE AQUELA ORGANIZAçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO NAS AERONAVES EMB-721C, CONFORME PRECONIZA A LEGISLAçãO EM VIGOR, OS MANUAIS TéCNICOS APLICáVEIS E A LISTA DE CAPACIDADES DA EMPRESA.",1,0.08
"ATUAR JUNTO à HORA - HANGAR, OFICINA E RECUPERAçãO DE AVIõES LTDA. (COM NO 6804-03/ANAC), A FIM DE QUE AQUELA ORGANIZAçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO NAS AERONAVES DE MODELO U206F, FABRICADAS PELA CESSNA AIRCRAFT, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS AO DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL ORGANIZAçãO é CERTIFICADA.",1,0.08
"ATUAR JUNTO à HERINGER TáXI AéREO LTDA., A FIM DE QUE AQUELE OPERADOR APERFEIçOE SEUS MECANISMOS ADMINISTRATIVOS E OPERACIONAIS DE CONTROLE DA QUALIDADE DOS SERVIçOS DE MANUTENçãO EXECUTADOS EM SUAS AERONAVES (E DAS ESCRITURAçõES DESSES SERVIçOS), COMO FORMA DE PREVENIR OCORRêNCIAS AERONáUTICAS.",1,0.08
"ATUAR JUNTO à FLORIPA FLIGHT TRAINING, A FIM DE QUE AQUELE OPERADOR MONITORE O FIEL CUMPRIMENTO DO PROGRAMA DE INSTRUçãO POR ELE ESTABELECIDO, ENFATIZANDO A IMPORTâNCIA DO INSTRUTOR EXPLICAR MINUCIOSAMENTE NO BRIEFING DA MISSãO AS TéCNICAS CORRETAS PARA A EXECUçãO DE CADA EXERCíCIO E OS ERROS MAIS COMUNS QUE PODEM SER COMETIDOS PELO PILOTO-ALUNO.",1,0.08
"ATUAR JUNTO à EMPRESA BOLZAER AVIAçãO AGRíCOLA LTDA - ME, A FIM DE QUE AQUELA ORGANIZAçãO APERFEIçOE SEUS MECANISMOS DE PLANEJAMENTO DE VOO, GERENCIAMENTO DE RISCO E SUPERVISãO GERENCIAL, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL EMPRESA é CERTIFICADA.",1,0.08
"ATUAR JUNTO à RONDON AVIAçãO AGRíCOLA LTDA., A FIM DE QUE AQUELE OPERADOR ORIENTE SEUS TRIPULANTES A SEMPRE MANTEREM A BOMBA ELéTRICA AUXILIAR LIGADA DURANTE TODAS AS FASES DO VOO, CONFORME PREVê O BOLETIM DE INFORMAçãO (BI) 200-028-0022, EMITIDO PELA EMBRAER EM 21JUN2018.",1,0.08
"ATUAR JUNTO à PELICANO AVIAçãO AGRíCOLA LTDA., A FIM DE QUE ESSE OPERADOR APRIMORE SEUS MECANISMOS DE CONTROLE E REGISTRO DOS SERVIçOS DE MANUTENçãO REALIZADOS EM SUAS AERONAVES, VISANDO EVITAR A INSTALAçãO DE PRODUTOS INCOMPATíVEIS COM AS ESPECIFICAçõES DA AERONAVE.",1,0.08
"ATUAR JUNTO à ENAGRI - EMPRESA NACIONAL DE AVIAçãO AGRíCOLA LTDA., A FIM DE ESTABELECER EM SEU PROGRAMA DE TREINAMENTO, MAIOR êNFASE NAS TéCNICAS E CUIDADOS PARA A REALIZAçãO DO VOO AGRíCOLA, EM ESPECIAL NO TOCANTE àS CURVAS DE REVERSãO.",1,0.08
"ATUAR JUNTO AO OPERADOR DA AERONAVE NO SENTIDO DE ASSEGURAR QUE OS PILOTOS INTERPRETEM CORRETAMENTE OS ITENS E AçõES DESCRITOS NO CHECKLIST DE EMERGêNCIAS, MORMENTE NO TOCANTE AO MOMENTO EM QUE O CAB PR MODE SEL DEVE SER MOVIMENTADO PARA A POSIçãO MAN E O MAN V/S CTL PARA FULL UP NA EXECUçãO DO PROCEDIMENTO PARA VENT SKIN VALVE FAULT.",1,0.08
"ATUAR JUNTO à EMPRESA AEROTEX AVIAçãO AGRíCOLA LTDA., A FIM DE QUE AQUELA ORGANIZAçãO APERFEIçOE SEUS MECANISMOS DE PLANEJAMENTO DE VOO, GERENCIAMENTO DE RISCO E SUPERVISãO GERENCIAL, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL EMPRESA é CERTIFICADA.",1,0.08
ATUAR JUNTO à CESSNA AIRCRAFT NO SENTIDO DE AVALIAR A OBRIGATORIEDADE DE INCLUSãO NOS MANUAIS DE MANUTENçãO DA AERONAVE C-208 UMA ADVERTêNCIA RECOMENDANDO A NãO REUTILIZAçãO DE CâMARAS DE AR DURANTE AS TROCAS DE PNEUS.,1,0.08
"ATUAR JUNTO à BOLZAER AVIAçãO AGRíCOLA LTDA. - ME, A FIM DE QUE AQUELE OPERADOR APERFEIçOE SEUS MECANISMOS DE SUPERVISãO GERENCIAL, PLANEJAMENTO DE VOO E GERENCIAMENTO DE RISCO, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL EMPRESA é CERTIFICADA.",1,0.08
"ATUAR JUNTO à ASSOCIAçãO BRASILEIRA DE ACROBACIA AéREA, A FIM DE QUE AQUELE OPERADOR APRIMORE AS TéCNICAS DE INSTRUçãO UTILIZADAS E ORIENTE OS INSTRUTORES A SEREM MAIS PROATIVOS E CONSERVATIVOS, DE MODO A EVITAR QUE OS ERROS DOS ALUNOS SE APROXIMEM DO PONTO DE IRREVERSIBILIDADE DE UM ACIDENTE.",1,0.08
"ATUAR JUNTO à AMAZONAVES TAXI AéREO LTDA., A FIM DE QUE AQUELE OPERADOR ORIENTE E ALERTE SEUS TRIPULANTES QUANTO AOS CORRETOS PROCEDIMENTOS PARA O CARREGAMENTO DAS AERONAVES OPERADAS E AOS CáLCULOS DE PESO E BALANCEAMENTO NECESSáRIOS à MANUTENçãO DA SEGURANçA OPERACIONAL.",1,0.08
"ATUAR JUNTO à AEROSARA AVIACAO AGRICOLA LTDA. ME, A FIM DE CERTIFICAR QUE A EMPRESA OPERE SUAS AERONAVES CONFORME O PROJETO TIPO APROVADO PELA ANAC, BEM COMO REALIZE AS DEVIDAS SOLICITAçõES DE MODIFICAçãO EM CONFORMIDADE COM OS REGULAMENTOS E INSTRUçõES SUPLEMENTARES DE AVIAçãO CIVIL, PREVISTOS NA LEGISLAçãO EM VIGOR.",1,0.08
"ATUAR JUNTO à AEROCON ESCOLA DE AVIAçãO CIVIL, A FIM DE QUE AQUELE OPERADOR INTENSIFIQUE AS AçõES DE PREVENçãO DE ACIDENTES CONSTANTES EM SEU MANUAL DE GERENCIAMENTO DA SEGURANçA OPERACIONAL, COM A FINALIDADE DE AUMENTAR A CONSCIENTIZAçãO DE ALUNOS E INSTRUTORES SOBRE OS RISCOS DECORRENTES DA NãO OBSERVâNCIA DAS NORMAS E REGULAMENTOS AERONáUTICOS.",1,0.08
"ATUAR JUNTO à AEROCESSNA TÁXI AÉREO LTDA., COM FITO DE CERTIFICAR QUE A OPERAçãO DA EMPRESA ESTEJA EM CONFORMIDADE COM OS PRECEITOS DO REGULAMENTO BRASILEIRO DE AVIAçãO CIVIL Nº 135, RELACIONADOS AO/AOS: MANIFESTO DE CARGA; REQUISITOS DE ASSENTOS E CINTOS DE SEGURANçA PARA PASSAGEIROS; CONHECIMENTO E PROCEDIMENTOS PARA RECONHECER E EVITAR CONDIçõES ATMOSFéRICAS SEVERAS, DENTRE OUTROS, COM VISTAS à MANUTENçãO DE NíVEIS ACEITáVEIS DE DESEMPENHO DA SEGURANçA OPERACIONAL.",1,0.08
"ATUAR JUNTO à AEROBRAN TáXI AéREO LTDA., A FIM DE QUE AQUELA ORGANIZAçãO ASSEGURE QUE SEUS TRIPULANTES UTILIZEM OS CHECKLISTS DAS AERONAVES EM TODAS AS FASES DE OPERAçãO EM QUE é EXIGIDA A SUA CONSULTA.",1,0.08
"ATUAR JUNTO à AEROAGRíCOLA SUREñA LTDA., A FIM DE QUE AQUELE OPERADOR OFEREçA A SEUS PILOTOS UM ADEQUADO TREINAMENTO DE OPERAçõES AEROAGRíCOLAS, SOBRETUDO NO QUE DIZ RESPEITO AO CORRETO PLANEJAMENTO DE VOO E àS TéCNICAS DE PILOTAGEM NECESSáRIAS AO DESEMPENHO SEGURO DAS ATIVIDADES PROPOSTAS.",1,0.08
"ATUAR JUNTO à AEROAGRíCOLA CAIçARA LTDA., A FIM DE QUE AQUELE OPERADOR APRIMORE O SISTEMA DE GERENCIAMENTO DE SEGURANçA OPERACIONAL (SGSO) ADOTADO PELA EMPRESA, SOBRETUDO NO QUE DIZ RESPEITO AOS MECANISMOS DE PLANEJAMENTO DE VOO E DE SUPERVISãO GERENCIAL DAS OPERAçõES AEROAGRíCOLAS.",1,0.08
"ATUAR JUNTO SECRETARIA ESTADUAL DE JUSTIçA E SEGURANçA PúBLICA DO MATO GROSSO DO SUL, A FIM DE QUE AQUELE OPERADOR APERFEIçOE SEUS MECANISMOS ADMINISTRATIVOS E OPERACIONAIS DE RECEBIMENTO, ESCRITURAçãO E VERIFICAçãO DOS SERVIçOS DE MANUTENçãO EXECUTADOS NAS AERONAVES SOB SUA RESPONSABILIDADE, COMO FORMA DE PREVENIR OCORRêNCIAS AERONáUTICAS.",1,0.08
